shopName,reviewCount,avgPrice,address,tel,time
麦当劳甜品站(维多利广场店),229,22,体育西路103号维多利亚广场首层,020-38617982,周一至周日 10:00-22:00
麦当劳(动漫星城店),963,20,吉祥路1号动漫星城负一层,020-62681280,McDonald's 周一至周日 07:00-22:00
麦当劳(金茂广场店),93,29,广州大道北980号信达金茂广场负一楼,020-34103054,周一至周日 07:00-23:00
麦当劳(长兴优托邦店),418,17,长兴路13号,020-85605905,McDonald's 周一至周日 全天
麦当劳(番禺信联大厦店),215,20,信联大厦分店（市桥街东涌路12号 ）,020-84817166,McDonald's 周一至周日 07:00-21:00
麦当劳(龙洞2店),384,28,龙洞购物中心首层,020-85202612,McDonald's 周一至周日 07:00-24:00
麦当劳(海珠万达店),325,30,广州大道南978号二楼2031铺,020-31954371,周一至周日 10:00-22:00
麦当劳(中船汇店),839,25,革新路139号自编2栋115、117号铺,020-84387225,周一至周日 06:00-24:00
麦当劳(誉瀛外街分店),247,29,东环街誉瀛外街4号101铺之二,020-31100041,周一至周日 07:00-24:00
麦当劳(新港东店),461,26,新港东路1000号负一层（近地铁琶洲站C口）,020-89048074,McDonald's 周一至周日 07:30-20:00
麦当劳(番禺永旺梦乐城店),27,26,大龙街亚运大道1号0078房号、1008房号及2028房号自编TB0068号,17819114141,周一至周日 09:30-22:00
麦当劳(星河湾商业街店),133,26,大石街迎宾路星河湾商业街3、4、5、6、37号,020-84504727,周一至周日 08:00-23:00
麦当劳(大石城商业中心店),280,16,大石街朝阳西路大石城首层,020-84788886,McDonald's 周一至周日 07:00-24:00
麦当劳(同和圣地店),303,18,圣地南路2号,020-87061568,周一至周日 全天
麦当劳(增城敏捷东樾府得来速分店),128,37,石滩镇绿湖南路100号、101号、102号,15914314634,周一至周日 07:00-23:00
麦当劳(金纺城店),454,21,国际轻纺城金纺路2号,,周一至周日 08:00-20:00
麦当劳(科学大道天石汇店),266,21,科学大道46号天石汇广场,020-31703517,周一至周日 07:00-23:00
麦当劳(新业路GSFSDT店),179,33,新业路23号,020-32190585,周一至周日 07:00-22:00
麦当劳(海丝文体中心分店),190,30,云创街15号一层4-5号商铺（海丝文体中心底商）,020-87831824,周一至周日 07:00-23:00
麦当劳(永利路店),21,24,镜湖大道永利路13号永利商业广场,020-36969216,周一至周日 07:00-23:00
麦当劳(悦汇城店),332,22,西湾路150号二楼2B040-41铺,020-26093282,周一至周日 08:00-22:00
麦当劳(天河北路祥龙花园店),38,23,"天河北路181号108房,109房部分（自编号109-D）",020-87019935,周一至周日 07:00-22:00
麦当劳(京港澳高速瓦窑岗东区),193,29,鳌头镇瓦窑岗服务区东区麦当劳,020-87880811,周一至周日 07:30-21:00
麦当劳(合景得来速店),237,24,永宁街新新六路213号,020-32145432,周一至周日 08:00-21:00
麦当劳(花都建设北路第二店),206,18,新华街建设北路78号首层（铺位:自编8号）,020-36962082,McDonald's 周一至周日 全天
麦当劳(新市百信店),465,22,机场路1399号百信广场G层东区L1-151号,020-86309330,McDonald's 周一至周日 08:00-23:00
麦当劳(开源大道东荟城DT店),253,29,万荟二街57，59，61，62号,020-82006232,McDonald's 周一至周日 07:00-22:30
麦当劳(广钢新城分店),290,27,锦佳二街1号01-10号商铺,020-80503554,周一至周日 09:00-22:00
麦当劳(一德路店),517,22,一德路169-171号1F2F3F,020-83180952,McDonald's 周一至周日 07:00-23:00
麦当劳(逸景路合生新天地店),86,23,逸景路355号201房之一铺,020-31950796,周一至周日 07:00-23:00
麦当劳(富景店),533,26,新港西路68号富景花园首层,020-34246927,周一至周日 全天
麦当劳(云城东路云璟汇餐厅店),126,23,云城东路561号云璟汇首层101号、102号、103号铺（中国农业银行隔壁）,020-32783152,周一至周日 07:00-22:00
麦当劳(和业广场店),548,21,康王中路468号和业广场二层,020-31026169,McDonald's 周一至周日 07:00-23:00
麦当劳(佛伦斯中心得来速分店),137,17,"凤凰三路2号5栋128号铺,129号铺,130号铺,131号铺",13570467380,周一至周日 07:00-23:00
麦当劳(福愉西路可逸江畔分店),140,22,桥南街福愉西路706号102逸祥大街1号133麦当劳店,020-31105820,周一至周日 07:00-22:00
麦当劳(新塘客运站店),225,16,荔新大道新塘汽车客运站商业中心B栋底商,020-26233451,McDonald's 周一至周日 07:00-23:00
麦当劳(芳村万象店),454,19,芳村地铁站内芳村万象购物街A19铺,020-81807277,McDonald's 周一至周日 07:00-22:00
麦当劳(王府井店),486,24,三育路44号首层,020-87603370,周一至周日 全天
麦当劳(圣鑫商务中心店),251,21,南洲路317号101房,020-89250607,周一至周日 07:00-23:00
麦当劳(国际大厦店),378,20,环市东路339号广东国际大厦二层（近广东电视台）,020-83383352,McDonald's 周一至周日 07:00-23:00
麦当劳(白云城投大厦店),116,32,齐富路88号之二101铺,13828452867   020-32782650,周一至周日 全天
麦当劳(雄峰商城店),305,22,105国道雄峰商城B1馆1层,020-84787831,尚无营业时间
麦当劳(琶洲环汇广场店),216,24,新港东路1168号,020-80926809,周一至周日 07:30-20:30
麦当劳(星港国际得来速分店),95,30,碧桂园星港国际汇晶西一街2号之一,020-86825270,周一至周日 07:00-23:00
麦当劳(东晓南路二店),464,22,东晓南二分店,020-89448271,McDonald's 周一至周日 07:00-24:00
麦当劳(中山八路二分店),451,23,中山八路39号富力广场,020-81014532,周一至周日 07:00-23:00
麦当劳(黄埔东路店),285,26,黄埔东路3713号富域尚品居1层101号,020-82023621,McDonald's 周一至周日 07:00-23:00
麦当劳(华观路DT店),340,28,华观路1411号101房,020-38939122,McDonald's 周一至周日 全天
麦当劳(康王店),665,19,中山七路康王柏德莱商业城A区,020-81952086,McDonald's 周一至周日 07:00-23:00
麦当劳(祈福万景峰分店),96,20,新街大道1号之一)部位:之五之六之七之八号商铺),020-37707506,周一至周日 07:00-22:00
麦当劳(港航中心店),168,18,黄埔大道983号港航中心一期,020-31704595   020-31706841,周一至周日 07:00-23:00
麦当劳(虎门大桥南得来速店),109,32,虎门大桥服务区南区(往东莞方向)服务区出口右侧,020-39035186,周一至周日 全天
麦当劳(敏捷科创中心分店),100,31,北太路敏捷科创中心101-107商铺,020-31920540,周一至周日 08:00-23:00
麦当劳(白云星悦商务广场店),121,25,鹤龙街道启德路24号26号28号30号首层116-118号商铺,020-36716482,周一至周日 07:30-22:00
麦当劳(广州新港东路第二分店),450,23,南丰汇负一层,020-84156252,周一至周日 08:00-22:00
麦当劳(宝华路店),683,19,宝华路133号恒宝广场地库一层0124、0125、0126号铺,020-81278515,McDonald's 周一至周日 07:00-22:00
麦当劳(儿童公园店),318,29,人民南路88号负一层A002铺,020-81008521,McDonald's 周一至周日 07:00-23:00
麦当劳(黄埔东路佳纷天地店),274,26,盛凯大街1-7号黄埔佳纷天地1层107-108号,020-61868768,周一至周日 07:00-22:00
麦当劳(兴南大道得来速分店),142,28,南村镇官堂村富洲中心2号商业城自编A3商业楼及周边场地,020-84763001   020-84763019,周一至周日 全天
麦当劳(迎星中路分店),93,24,迎星中路公园汇3栋一层101-106铺、123-127铺,020-37757369   15989129455,周一至周日 07:00-23:00
麦当劳(华港分店),288,24,中山大道西140号首层,020-87591680,周一至周日 08:00-22:00
麦当劳(同德华悦大厦店),87,26,西槎路华悦大厦首层06号商铺,020-31364204,周一至周日 07:00-24:00
麦当劳(珠江东路店),545,19,珠江东路高德置地冬商场负一层B110A号,020-37808561,周一至周日 08:00-22:00
麦当劳(尚城万科里店),135,20,翠宇七街5号L112、L127商铺,020-38245984   020-84291324,周一至周日 07:00-23:00
麦当劳(昊胜大厦店),189,25,中山大道中2号昊胜大厦,020-84821525,周一至周日 07:00-23:00
麦当劳(沥滘路广州之窗分店),145,20,沥滘路366号,020-89621606,周一至周日 07:00-21:00
麦当劳(龙洞3店),248,18,地铁植物园站C/D出口（近地铁植物园站C出口）,020-88523510,周一至周日 07:00-22:00
麦当劳(东华得来速分店),134,29,广深大道东170号之自编商业A1栋,020-32161413,McDonald's 周一至周日 全天
麦当劳(广州天河珠江花城店),94,24,花间南街二街二巷1号107房,020-31608214,周一至周日 07:00-22:00
麦当劳(天河路第二店),421,25,天河路490号壬丰大厦188A铺、203铺,020-38834520,周一至周日 07:00-22:00
麦当劳(中山大道中店),613,31,中山大道中282-292号1栋首层及二层201号室商铺,020-82514769,周一至周日 07:00-23:00
麦当劳(开源大道第二分店),443,26,万科金色梦想金梦环街第4-12号,020-32397082,周一至周日 07:00-23:00
麦当劳(奥体南路店),744,29,奥体南路12号优托邦商场一楼,020-82515381   020-31605261,周一至周日 10:00-22:00
麦当劳(天幕广场店),260,20,宸悦路33号天幕广场负一层,020-80929929,周一至周日 07:30-21:00
麦当劳(自由人花园分店),95,21,自由人花园二街2号,020-86839680,周一至周日 08:00-22:00
麦当劳(科翔路分店),233,25,科翔路128号金峰城商业广场121-155号,020-31601536,周一至周日 07:00-22:00
麦当劳(铭丰广场分店),241,19,芳园路76号铭丰广场负一层B113铺、B114铺、B116铺,020-80923426,周一至周日 07:00-23:00
麦当劳(星河湾海怡半岛分店),35,30,南村镇沙溪大道480号海恰半岛花园公建3栋102铺,020-84506479,周一至周日 07:00-23:00
麦当劳(凤凰汇分店),35,20,广汕一路716号凤凰汇一层110号、二层204号铺,15802025289,周一至周日 07:00-22:00
麦当劳(增城万科城得来速分店),77,21,永宁街新新四路1号之一,13926240375,周一至周日 07:00-23:00
麦当劳(太阳新天地店),480,22,珠江新城马场路36号太阳新天地2F220/219号,020-88520494,周一至周日 10:00-22:00
麦当劳(仙村得来速店),102,25,仙村大道211号,020-32232534,周一至周日 07:00-22:00
麦当劳(新塘万达广场分店),271,24,顺欣居委会万达广场1028,020-83640984,周一至周日 10:30-21:30
麦当劳(花城大道第二店),545,25,花城大道89号花城汇北区负一层1065-2、1065-3号,020-38325574,McDonald's 周一至周日 08:00-22:00
麦当劳(东急新天地店),324,25,"下九路90,92号东急商场二层",020-81249090,McDonald's 周一至周日 10:30-23:00
麦当劳(富力盈力店),120,28,华强路3号富力盈力大厦南塔首层103号铺,020-38550516,周一至周日 07:00-23:00
麦当劳(信基玥岛创展中心店),14,24,洛浦街上激村迎宾路93号上激信基玥岛创展中心A座首层自编4号、5号、6号、7号商铺,020-31056186,周一至周日 07:00-23:00
麦当劳(富力盈通店),528,19,珠江新城华夏路30号富力盈通大厦首层108号商铺,020-87599306   020-87599260,周一至周日 07:00-22:00
麦当劳(万科山景城得来速分店),287,25,瞰山大街11号101铺,020-31709691,周一至周日 07:00-22:00
麦当劳(凯得金融中心店),93,30,映日路113号负105房,020-31703397,周一至周日 07:00-23:00
麦当劳(会展中心一期店),144,50,阅江中路380号广交会展馆A中心负一层,020-89130483,周一至周日 09:00-16:00
麦当劳(粤垦路店),346,17,粤垦路1号侨英花园B栋106号（侨英花园B栋106-107）,020-37225744,McDonald's 周一至周日 全天
麦当劳(虎门大桥北得来速分店),98,41,虎门大桥服务区北区（广州方向）,020-39390385,周一至周日 全天
麦当劳(农讲所星火分店),394,22,中山四路55号珠江·星火1926首层L107-2及L108、二层L206-2商铺（地铁农讲所站B出口）,020-33970821,周一至周日 07:00-23:00
麦当劳(东明三路中石化得来速店),66,31,开泰大道与东明三路交界处中石化加油站,15920456535,周一至周日 07:00-23:00
麦当劳(广百店),633,26,西湖路至大马站路段广百广场新翼首层及夹层,020-83320331,周一至周日 07:00-23:00
麦当劳(总统大酒店店),600,22,石牌岗顶天河路586号,020-87548484,McDonald's 周一至周日 07:00-23:00
麦当劳(金穗路店),705,21,珠江新城金穗路28号102之1商铺（近星汇园）,020-38262552,McDonald's 周一至周日 07:00-23:00
麦当劳(环宇广场店),145,25,新塘镇新塘大道西521号自编A座首层032、033、034、035、036、037、038、039号,020-32146138,周一至周日 07:00-23:00
麦当劳(市二宫创展分店),418,23,江南大道中80号首层自编105号商铺及二楼自编205号商铺,020-81569737,周一至周日 07:00-23:00
麦当劳(增城新沙大道得来速分店),84,19,新沙大道北80号,020-32160930,周一至周日 07:00-23:00
麦当劳(新港东路第五分店),457,20,琶洲蟠龙新街2号1层自编1012房,020-89052051,周一至周日 08:00-22:00
麦当劳(富港大厦店),328,30,中山大道中896号首层,020-31707636,周一至周日 07:00-23:00
麦当劳(三元里大道第三店),306,25,三元里大道423号一层自编14号和二层自编14号,020-34003386,周一至周日 全天
麦当劳(粤垦路店),346,17,粤垦路1号侨英花园B栋106号（侨英花园B栋106-107）,020-37225744,McDonald's 周一至周日 全天
麦当劳(番禺信联大厦店),215,20,信联大厦分店（市桥街东涌路12号 ）,020-84817166,McDonald's 周一至周日 07:00-21:00
麦当劳(东风西路店),298,25,(康王路口)东风西140号,020-81977551,周一至周日 07:00-23:00
麦当劳(总统大酒店店),600,22,石牌岗顶天河路586号,020-87548484,McDonald's 周一至周日 07:00-23:00
麦当劳(增城大道得来速店),38,26,增城大道471号大国璟商铺16、17、18、19之一、20,020-31562212,周一至周日 07:00-22:00
麦当劳(广州天河珠江花城店),94,24,花间南街二街二巷1号107房,020-31608214,周一至周日 07:00-22:00
麦当劳(天幕广场店),260,20,宸悦路33号天幕广场负一层,020-80929929,周一至周日 07:30-21:00
麦当劳(会展中心二期店),274,42,阅江中路380号国际会展中心B区2楼（近地铁琶洲站A出口）,020-89063686,McDonald's 周一至周日 09:00-17:00
麦当劳(广州祈福交通中心店),19,24,钟村街市广路277号之103之二商铺,020-84828275,周一至周日 07:00-23:00
麦当劳(大石城商业中心店),280,16,大石街朝阳西路大石城首层,020-84788886,McDonald's 周一至周日 07:00-24:00
麦当劳(金纺城店),454,21,国际轻纺城金纺路2号,020-89262117,周一至周日 08:00-20:00
麦当劳(环城路童伴荟得来速分店),53,27,丰华西路童伴荟负一楼29、30号商铺,020-82101924,周一至周日 07:00-22:00
麦当劳甜品站(前进路店),38,8,前进路40号万国奥特莱斯1F层1133B,020-84420575,周一至周日 10:00-22:00
麦当劳(英雄广场店),673,21,中山三路25-27号英雄广场负一层流行前线A001铺,020-83842963,McDonald's 周一至周日 07:00-23:00
麦当劳(广州丰乐南路餐厅),1,24,大沙东路11号,无,
麦当劳甜品站(百信广场店),99,16,机场路1399号百信广场东区L1-151（近机场路）,020-86627237,McDonald's 周一至周日 10:00-22:00
麦当劳甜品站(雄州城店),13,24,广州大道北雄洲城商场一层,4008597597,
麦当劳(广州阁屏商务大厦店),0,23,"白云大道南685号101阁屏商务大厦首层内部自编1009-6,1009-7商铺",4009200205,周一至周日 07:00-22:00





麦当劳(广州丰乐南路餐厅),1,24,大沙东路11号,无,
麦当劳甜品站(百信广场店),99,16,机场路1399号百信广场东区L1-151（近机场路）,020-86627237,McDonald's 周一至周日 10:00-22:00
麦当劳甜品站(雄州城店),13,24,广州大道北雄洲城商场一层,4008597597,
麦当劳(广州阁屏商务大厦店),0,23,"白云大道南685号101阁屏商务大厦首层内部自编1009-6,1009-7商铺",4009200205,周一至周日 07:00-22:00
麦当劳(百利华庭分店),0, ,江南大道中路73号百利华庭1-2楼,,
麦当劳(天津大厦店),1, ,三元里街道,无,
麦当劳(江南花园分店)-洗手间,5,24,宝业路6号,无,周一至周日 全天
麦当劳（东川路店）-洗手间,0, ,东川路93号省人民医院综合楼对面1-2楼(近地铁烈士陵园站),无,
麦当劳广园西分店-停车场,6, ,广园西路89-1号附近,无,
麦当劳(三元里大道餐厅),0,24,棠景街道,无,
M记煲仔饭,10, ,江埔街海塱村下坣队97号102铺,13794814724,周一至周日 10:30-20:30
麦当劳(人民中路分店)-洗手间,1,24,人民中路与观绿路交叉口北60米,无,
麦当劳(新市分店)-洗手间,1, ,广花五95号、99号首层、二层,020-86650872,
M记串串,0, ,茶园里西路与茶园里西路北七巷交叉口东北方向100米,无,
麦当劳停车场,0, ,罗冲围松南路汇锦新天地,无,
M记汕头肠粉,1, ,渔兴东街49号102房,15820216638,
麦当劳桥南路餐厅停车场,4, ,南郊大街35号西南方向110米,无,周一至周日 全天
麦当劳-停车场,1, ,开泰大道万科东荟城东门(人行门)东南侧约60米,无,周一至周日 全天
麦当劳（敦和分店）-洗手间,0, ,敦和路59号(近敦皇KTV),无,
麦当劳(青宫店)-洗手间,2, ,北京路312号青年文化宫1-3楼(近广百百货),无,McDonald's
麦当劳-停车场,3, ,广深大道东与东华大道交叉口东北120米,无,周一至周日 全天
麦当劳圣诞节大型主题派对,0, ,广百新一城中庭,无,
M记重庆骨汤麻辣烫(黄阁店),0, ,榕树直街文明巷10号101房,无,
麦当劳（会展二期分店）-洗手间,0,24,琶洲街道,无,
停车场(尚上名筑麦当劳),0, ,南环路128号附近,无,
麦当劳-停车场,0, ,光明北路583号,无,周一至周日 全天
